sep=,
"Time","Temp. Mandata","Temp. Ripresa","Temp. Saturazione","Temp. Esterna","SP Temp. Mand.","SP Temp. Mand. Comp.","Mod. V. Mandata","Mod. V. Ripresa"
2025-12-11 20:30:00,15.9 °C,20.5 °C,16.7 °C,5.7 °C,28 °C,28.5 °C,0,0
2025-12-11 21:00:00,15.7 °C,20.6 °C,17.2 °C,5.1 °C,28 °C,28.6 °C,0,0
2025-12-11 21:30:00,15.8 °C,20.6 °C,17.1 °C,4.2 °C,28 °C,28.8 °C,0,0
2025-12-11 22:00:00,16.4 °C,21.2 °C,17.4 °C,3.6 °C,28 °C,28.9 °C,0,0
2025-12-11 22:30:00,16.2 °C,21.3 °C,16.2 °C,2.1 °C,28 °C,29.2 °C,0,0
2025-12-11 23:00:00,15.9 °C,21.2 °C,15.7 °C,1.5 °C,28 °C,29.3 °C,0,0
2025-12-11 23:30:00,15.8 °C,21.3 °C,16.0 °C,1.7 °C,28 °C,29.3 °C,0,0
2025-12-12 00:00:00,15.8 °C,21.2 °C,15.6 °C,1.1 °C,28 °C,29.4 °C,0,0
2025-12-12 00:30:00,15.1 °C,20.8 °C,14.9 °C,0.3 °C,28 °C,29.5 °C,0,0
2025-12-12 01:00:00,15.3 °C,21.0 °C,15.1 °C,-0.5 °C,28 °C,29.7 °C,0,0
2025-12-12 01:30:00,15.4 °C,21.3 °C,15.4 °C,-0.7 °C,28 °C,29.7 °C,0,0
2025-12-12 02:00:00,15.5 °C,21.6 °C,15.0 °C,-1.6 °C,28 °C,29.9 °C,0,0
2025-12-12 02:30:00,15.5 °C,21.7 °C,15.1 °C,-2.2 °C,28 °C,30.0 °C,0,0
2025-12-12 03:00:00,15.3 °C,21.6 °C,14.9 °C,-1.1 °C,28 °C,29.8 °C,0,0
2025-12-12 03:30:00,15.1 °C,21.5 °C,14.3 °C,-1.7 °C,28 °C,29.9 °C,0,0
2025-12-12 04:00:00,15.5 °C,21.9 °C,14.6 °C,-1.9 °C,28 °C,30.0 °C,0,0
2025-12-12 04:30:00,15.3 °C,21.8 °C,14.2 °C,-1.4 °C,28 °C,29.9 °C,0,0
2025-12-12 05:00:00,14.9 °C,21.4 °C,13.7 °C,-1.3 °C,28 °C,29.9 °C,0,0
2025-12-12 05:30:00,15.6 °C,21.9 °C,13.9 °C,-0.8 °C,28 °C,29.8 °C,0,0
2025-12-12 06:00:00,29.3 °C,22.4 °C,31.3 °C,0.2 °C,28 °C,29.6 °C,80,70
2025-12-12 06:30:00,31.6 °C,21.9 °C,33.9 °C,-0.3 °C,28 °C,29.7 °C,80,68
2025-12-12 07:00:00,31.5 °C,22.0 °C,33.4 °C,0.8 °C,28 °C,29.4 °C,84,74
2025-12-12 07:30:00,29.5 °C,22.1 °C,31.2 °C,1.1 °C,28 °C,29.4 °C,76,66
2025-12-12 08:00:00,26.8 °C,22.1 °C,28.7 °C,1.5 °C,28 °C,29.3 °C,74,65
2025-12-12 08:30:00,26.8 °C,22.3 °C,28.7 °C,3.4 °C,28 °C,28.9 °C,77,66
2025-12-12 09:00:00,29.4 °C,22.2 °C,31.4 °C,3.1 °C,28 °C,29.0 °C,66,54
2025-12-12 09:30:00,31.5 °C,22.1 °C,33.2 °C,4.1 °C,28 °C,28.8 °C,70,61
2025-12-12 10:00:00,31.6 °C,21.9 °C,33.0 °C,5.4 °C,28 °C,28.5 °C,67,57
2025-12-12 10:30:00,28.9 °C,21.9 °C,30.7 °C,5.5 °C,28 °C,28.5 °C,71,59
2025-12-12 11:00:00,25.9 °C,22.1 °C,27.5 °C,5.6 °C,28 °C,28.5 °C,77,67
2025-12-12 11:30:00,25.8 °C,22.3 °C,27.3 °C,5.9 °C,28 °C,28.4 °C,65,52
2025-12-12 12:00:00,28.3 °C,22.0 °C,29.3 °C,6.0 °C,28 °C,28.4 °C,70,61
2025-12-12 12:30:00,30.5 °C,21.6 °C,31.4 °C,6.5 °C,28 °C,28.3 °C,70,59
2025-12-12 13:00:00,30.8 °C,21.9 °C,31.3 °C,7.5 °C,28 °C,28.1 °C,68,56
2025-12-12 13:30:00,28.6 °C,21.7 °C,29.6 °C,7.5 °C,28 °C,28.1 °C,65,60
2025-12-12 14:00:00,26.0 °C,21.5 °C,26.9 °C,8.3 °C,28 °C,28.0 °C,65,55
2025-12-12 14:30:00,25.9 °C,21.0 °C,26.4 °C,9.3 °C,28 °C,28.0 °C,58,50
2025-12-12 15:00:00,28.3 °C,21.4 °C,28.9 °C,9.5 °C,28 °C,28.0 °C,66,56
2025-12-12 15:30:00,30.9 °C,21.5 °C,30.9 °C,9.6 °C,28 °C,28.0 °C,57,50
2025-12-12 16:00:00,30.9 °C,21.7 °C,30.7 °C,9.0 °C,28 °C,28.0 °C,59,50
2025-12-12 16:30:00,28.5 °C,21.8 °C,29.2 °C,7.2 °C,28 °C,28.2 °C,64,53
2025-12-12 17:00:00,25.5 °C,21.8 °C,25.7 °C,7.3 °C,28 °C,28.1 °C,63,55
2025-12-12 17:30:00,25.2 °C,21.8 °C,25.6 °C,7.5 °C,28 °C,28.1 °C,65,58
2025-12-12 18:00:00,27.8 °C,21.8 °C,29.5 °C,7.3 °C,28 °C,28.1 °C,64,53
2025-12-12 18:30:00,30.4 °C,21.5 °C,32.1 °C,7.3 °C,28 °C,28.1 °C,62,52
2025-12-12 19:00:00,30.0 °C,21.1 °C,31.5 °C,6.4 °C,28 °C,28.3 °C,63,57
2025-12-12 19:30:00,27.4 °C,21.7 °C,28.0 °C,6.2 °C,28 °C,28.4 °C,70,60
2025-12-12 20:00:00,16.5 °C,20.8 °C,17.1 °C,6.4 °C,28 °C,28.3 °C,0,0
2025-12-12 20:30:00,16.5 °C,20.7 °C,17.6 °C,6.1 °C,28 °C,28.4 °C,0,0
2025-12-12 21:00:00,16.4 °C,20.5 °C,16.8 °C,6.1 °C,28 °C,28.4 °C,0,0
2025-12-12 21:30:00,16.3 °C,20.8 °C,16.9 °C,6.1 °C,28 °C,28.4 °C,0,0
2025-12-12 22:00:00,15.8 °C,20.9 °C,16.2 °C,4.5 °C,28 °C,28.7 °C,0,0
2025-12-12 22:30:00,15.4 °C,20.6 °C,16.1 °C,4.2 °C,28 °C,28.8 °C,0,0
2025-12-12 23:00:00,15.2 °C,20.6 °C,16.0 °C,3.1 °C,28 °C,29.0 °C,0,0
2025-12-12 23:30:00,15.1 °C,20.7 °C,15.6 °C,1.8 °C,28 °C,29.2 °C,0,0
2025-12-13 00:00:00,14.8 °C,20.6 °C,15.1 °C,1.0 °C,28 °C,29.4 °C,0,0
2025-12-13 00:30:00,15.2 °C,20.8 °C,15.3 °C,1.6 °C,28 °C,29.3 °C,0,0
2025-12-13 01:00:00,14.9 °C,21.3 °C,15.3 °C,0.8 °C,28 °C,29.4 °C,0,0
2025-12-13 01:30:00,14.3 °C,21.2 °C,14.9 °C,-0.6 °C,28 °C,29.7 °C,0,0
2025-12-13 02:00:00,13.3 °C,21.1 °C,14.6 °C,-1.7 °C,28 °C,29.9 °C,0,0
2025-12-13 02:30:00,13.5 °C,20.8 °C,14.9 °C,-1.4 °C,28 °C,29.9 °C,0,0
2025-12-13 03:00:00,14.0 °C,20.8 °C,14.6 °C,-1.8 °C,28 °C,30.0 °C,0,0
2025-12-13 03:30:00,13.2 °C,20.3 °C,14.1 °C,-2.9 °C,28 °C,30.2 °C,0,0
2025-12-13 04:00:00,13.3 °C,20.6 °C,13.9 °C,-3.4 °C,28 °C,30.3 °C,0,0
2025-12-13 04:30:00,13.4 °C,20.3 °C,13.4 °C,-2.9 °C,28 °C,30.2 °C,0,0
2025-12-13 05:00:00,13.3 °C,20.2 °C,13.8 °C,-1.9 °C,28 °C,30.0 °C,0,0
2025-12-13 05:30:00,13.4 °C,20.2 °C,14.1 °C,-1.7 °C,28 °C,29.9 °C,0,0
2025-12-13 06:00:00,14.1 °C,20.6 °C,14.4 °C,-0.7 °C,28 °C,29.7 °C,0,0
2025-12-13 06:30:00,14.4 °C,20.4 °C,14.3 °C,0.4 °C,28 °C,29.5 °C,0,0
2025-12-13 07:00:00,30.9 °C,21.3 °C,34.3 °C,0.5 °C,28 °C,29.5 °C,74,64
2025-12-13 07:30:00,28.3 °C,21.4 °C,31.2 °C,1.0 °C,28 °C,29.4 °C,74,60
2025-12-13 08:00:00,26.0 °C,21.3 °C,29.0 °C,1.3 °C,28 °C,29.3 °C,78,70
2025-12-13 08:30:00,26.2 °C,21.3 °C,28.4 °C,2.3 °C,28 °C,29.1 °C,73,65
2025-12-13 09:00:00,28.4 °C,21.0 °C,31.3 °C,2.6 °C,28 °C,29.1 °C,71,60
2025-12-13 09:30:00,30.8 °C,20.9 °C,32.8 °C,2.6 °C,28 °C,29.1 °C,70,62
2025-12-13 10:00:00,30.3 °C,21.3 °C,32.5 °C,3.4 °C,28 °C,28.9 °C,72,63
2025-12-13 10:30:00,27.9 °C,21.5 °C,30.5 °C,4.7 °C,28 °C,28.7 °C,68,60
2025-12-13 11:00:00,25.6 °C,21.4 °C,27.8 °C,5.6 °C,28 °C,28.5 °C,64,56
2025-12-13 11:30:00,25.8 °C,21.2 °C,28.6 °C,6.8 °C,28 °C,28.2 °C,63,52
2025-12-13 12:00:00,28.1 °C,21.2 °C,29.9 °C,7.7 °C,28 °C,28.1 °C,69,63
2025-12-13 12:30:00,29.9 °C,20.9 °C,31.8 °C,8.0 °C,28 °C,28.0 °C,63,51
2025-12-13 13:00:00,29.8 °C,20.9 °C,30.9 °C,7.9 °C,28 °C,28.0 °C,67,51
2025-12-13 13:30:00,27.9 °C,20.9 °C,28.6 °C,7.6 °C,28 °C,28.1 °C,59,43
2025-12-13 14:00:00,15.6 °C,20.0 °C,14.6 °C,6.9 °C,28 °C,28.2 °C,0,0
2025-12-13 14:30:00,16.1 °C,20.0 °C,15.5 °C,7.8 °C,28 °C,28.0 °C,0,0
2025-12-13 15:00:00,16.8 °C,20.2 °C,15.7 °C,7.7 °C,28 °C,28.1 °C,0,0
2025-12-13 15:30:00,15.9 °C,20.0 °C,15.4 °C,6.7 °C,28 °C,28.3 °C,0,0
2025-12-13 16:00:00,15.9 °C,20.3 °C,16.2 °C,7.5 °C,28 °C,28.1 °C,0,0
2025-12-13 16:30:00,16.2 °C,20.7 °C,16.4 °C,7.4 °C,28 °C,28.1 °C,0,0
2025-12-13 17:00:00,16.9 °C,21.2 °C,16.8 °C,7.8 °C,28 °C,28.0 °C,0,0
2025-12-13 17:30:00,16.8 °C,21.3 °C,17.1 °C,7.2 °C,28 °C,28.2 °C,0,0
2025-12-13 18:00:00,16.3 °C,21.6 °C,16.8 °C,6.4 °C,28 °C,28.3 °C,0,0
2025-12-13 18:30:00,16.0 °C,21.7 °C,17.2 °C,6.3 °C,28 °C,28.3 °C,0,0
2025-12-13 19:00:00,15.9 °C,21.7 °C,16.8 °C,6.1 °C,28 °C,28.4 °C,0,0
2025-12-13 19:30:00,15.6 °C,21.3 °C,16.1 °C,5.4 °C,28 °C,28.5 °C,0,0
2025-12-13 20:00:00,15.8 °C,21.5 °C,16.4 °C,5.6 °C,28 °C,28.5 °C,0,0
2025-12-13 20:30:00,15.9 °C,21.5 °C,16.8 °C,5.5 °C,28 °C,28.5 °C,0,0
2025-12-13 21:00:00,16.2 °C,21.9 °C,17.0 °C,5.2 °C,28 °C,28.6 °C,0,0
2025-12-13 21:30:00,16.1 °C,21.9 °C,16.2 °C,3.8 °C,28 °C,28.8 °C,0,0
2025-12-13 22:00:00,15.6 °C,22.1 °C,16.1 °C,2.4 °C,28 °C,29.1 °C,0,0
2025-12-13 22:30:00,15.5 °C,21.8 °C,15.8 °C,2.5 °C,28 °C,29.1 °C,0,0
2025-12-13 23:00:00,15.3 °C,21.8 °C,15.4 °C,0.6 °C,28 °C,29.5 °C,0,0
2025-12-13 23:30:00,14.6 °C,21.2 °C,14.9 °C,0.2 °C,28 °C,29.6 °C,0,0
2025-12-14 00:00:00,14.4 °C,21.3 °C,14.4 °C,-0.2 °C,28 °C,29.6 °C,0,0
2025-12-14 00:30:00,14.5 °C,21.5 °C,14.6 °C,-0.8 °C,28 °C,29.8 °C,0,0
2025-12-14 01:00:00,14.4 °C,21.8 °C,14.3 °C,-1.1 °C,28 °C,29.8 °C,0,0
2025-12-14 01:30:00,14.0 °C,21.6 °C,14.7 °C,-1.0 °C,28 °C,29.8 °C,0,0
2025-12-14 02:00:00,13.5 °C,21.1 °C,13.7 °C,-1.5 °C,28 °C,29.9 °C,0,0
2025-12-14 02:30:00,13.5 °C,20.9 °C,13.8 °C,-1.0 °C,28 °C,29.8 °C,0,0
2025-12-14 03:00:00,13.9 °C,20.9 °C,13.6 °C,-0.7 °C,28 °C,29.7 °C,0,0
2025-12-14 03:30:00,13.8 °C,21.0 °C,14.1 °C,-0.8 °C,28 °C,29.8 °C,0,0
2025-12-14 04:00:00,13.3 °C,20.5 °C,13.2 °C,-1.2 °C,28 °C,29.8 °C,0,0
2025-12-14 04:30:00,13.8 °C,20.5 °C,14.1 °C,-1.0 °C,28 °C,29.8 °C,0,0
2025-12-14 05:00:00,14.4 °C,20.2 °C,14.3 °C,0.6 °C,28 °C,29.5 °C,0,0
2025-12-14 05:30:00,14.6 °C,20.7 °C,14.3 °C,0.3 °C,28 °C,29.5 °C,0,0
2025-12-14 06:00:00,14.6 °C,20.1 °C,14.6 °C,1.6 °C,28 °C,29.3 °C,0,0
2025-12-14 06:30:00,14.4 °C,20.4 °C,14.6 °C,0.9 °C,28 °C,29.4 °C,0,0
2025-12-14 07:00:00,14.5 °C,20.4 °C,14.3 °C,0.8 °C,28 °C,29.4 °C,0,0
2025-12-14 07:30:00,14.6 °C,19.9 °C,13.8 °C,1.1 °C,28 °C,29.4 °C,0,0
2025-12-14 08:00:00,15.6 °C,20.4 °C,14.4 °C,2.3 °C,28 °C,29.1 °C,0,0
2025-12-14 08:30:00,16.0 °C,20.8 °C,14.7 °C,2.9 °C,28 °C,29.0 °C,0,0
2025-12-14 09:00:00,16.7 °C,21.1 °C,15.7 °C,4.3 °C,28 °C,28.7 °C,0,0
2025-12-14 09:30:00,16.5 °C,21.1 °C,15.8 °C,4.6 °C,28 °C,28.7 °C,0,0
2025-12-14 10:00:00,16.2 °C,20.9 °C,16.0 °C,5.1 °C,28 °C,28.6 °C,0,0
2025-12-14 10:30:00,16.3 °C,20.9 °C,16.0 °C,5.4 °C,28 °C,28.5 °C,0,0
2025-12-14 11:00:00,16.9 °C,21.0 °C,16.8 °C,7.2 °C,28 °C,28.2 °C,0,0
2025-12-14 11:30:00,16.9 °C,20.9 °C,16.4 °C,6.9 °C,28 °C,28.2 °C,0,0
2025-12-14 12:00:00,16.7 °C,20.7 °C,16.0 °C,6.9 °C,28 °C,28.2 °C,0,0
2025-12-14 12:30:00,16.8 °C,20.8 °C,16.0 °C,6.7 °C,28 °C,28.3 °C,0,0
2025-12-14 13:00:00,16.4 °C,20.9 °C,16.7 °C,7.4 °C,28 °C,28.1 °C,0,0
2025-12-14 13:30:00,16.5 °C,21.1 °C,16.6 °C,7.0 °C,28 °C,28.2 °C,0,0
2025-12-14 14:00:00,17.1 °C,21.4 °C,17.1 °C,8.4 °C,28 °C,28.0 °C,0,0
2025-12-14 14:30:00,16.9 °C,21.6 °C,17.3 °C,8.5 °C,28 °C,28.0 °C,0,0
2025-12-14 15:00:00,16.9 °C,21.2 °C,17.2 °C,8.7 °C,28 °C,28.0 °C,0,0
2025-12-14 15:30:00,17.4 °C,21.2 °C,16.9 °C,8.9 °C,28 °C,28.0 °C,0,0
2025-12-14 16:00:00,17.4 °C,21.2 °C,16.6 °C,8.7 °C,28 °C,28.0 °C,0,0
2025-12-14 16:30:00,17.6 °C,21.4 °C,16.9 °C,8.5 °C,28 °C,28.0 °C,0,0
2025-12-14 17:00:00,17.6 °C,21.5 °C,16.7 °C,8.2 °C,28 °C,28.0 °C,0,0
2025-12-14 17:30:00,18.0 °C,21.5 °C,16.9 °C,8.1 °C,28 °C,28.0 °C,0,0
2025-12-14 18:00:00,17.1 °C,21.3 °C,16.4 °C,7.1 °C,28 °C,28.2 °C,0,0
2025-12-14 18:30:00,16.9 °C,-20.0 °C,15.6 °C,6.1 °C,28 °C,28.4 °C,0,0
2025-12-14 19:00:00,17.1 °C,21.5 °C,15.9 °C,6.1 °C,28 °C,28.4 °C,0,0
2025-12-14 19:30:00,16.9 °C,21.5 °C,16.1 °C,5.5 °C,28 °C,28.5 °C,0,0
2025-12-14 20:00:00,16.5 °C,21.3 °C,15.6 °C,3.8 °C,28 °C,28.8 °C,0,0
2025-12-14 20:30:00,16.1 °C,21.7 °C,15.6 °C,3.0 °C,28 °C,29.0 °C,0,0
2025-12-14 21:00:00,16.2 °C,21.7 °C,15.7 °C,3.4 °C,28 °C,28.9 °C,0,0
2025-12-14 21:30:00,15.8 °C,21.6 °C,15.3 °C,2.8 °C,28 °C,29.0 °C,0,0
2025-12-14 22:00:00,15.5 °C,21.6 °C,14.9 °C,1.9 °C,28 °C,29.2 °C,0,0
2025-12-14 22:30:00,14.6 °C,21.5 °C,14.6 °C,0.5 °C,28 °C,29.5 °C,0,0
2025-12-14 23:00:00,14.1 °C,21.1 °C,14.1 °C,-0.2 °C,28 °C,29.6 °C,0,0
2025-12-14 23:30:00,13.8 °C,21.1 °C,13.7 °C,-1.3 °C,28 °C,29.9 °C,0,0
2025-12-15 00:00:00,13.6 °C,20.7 °C,13.3 °C,-1.3 °C,28 °C,29.9 °C,0,0
2025-12-15 00:30:00,13.9 °C,20.8 °C,13.4 °C,-1.5 °C,28 °C,29.9 °C,0,0
2025-12-15 01:00:00,13.6 °C,20.4 °C,13.4 °C,-1.9 °C,28 °C,30.0 °C,0,0
2025-12-15 01:30:00,13.2 °C,19.9 °C,13.0 °C,-2.5 °C,28 °C,30.1 °C,0,0
2025-12-15 02:00:00,13.9 °C,20.1 °C,13.0 °C,-1.6 °C,28 °C,29.9 °C,0,0
2025-12-15 02:30:00,13.9 °C,19.9 °C,12.8 °C,-2.1 °C,28 °C,30.0 °C,0,0
2025-12-15 03:00:00,13.3 °C,20.1 °C,13.0 °C,-2.4 °C,28 °C,30.1 °C,0,0
2025-12-15 03:30:00,13.6 °C,20.2 °C,13.4 °C,-2.4 °C,28 °C,30.1 °C,0,0
2025-12-15 04:00:00,13.9 °C,20.3 °C,13.6 °C,-2.2 °C,28 °C,30.0 °C,0,0
2025-12-15 04:30:00,13.9 °C,20.2 °C,13.8 °C,-1.6 °C,28 °C,29.9 °C,0,0
2025-12-15 05:00:00,14.1 °C,20.2 °C,14.9 °C,-0.7 °C,28 °C,29.7 °C,0,0
2025-12-15 05:30:00,13.9 °C,20.1 °C,14.6 °C,0.2 °C,28 °C,29.6 °C,0,0
2025-12-15 06:00:00,29.1 °C,21.3 °C,31.7 °C,2.0 °C,28 °C,29.2 °C,74,60
2025-12-15 06:30:00,31.5 °C,21.2 °C,33.6 °C,1.3 °C,28 °C,29.3 °C,75,66
2025-12-15 07:00:00,31.9 °C,21.2 °C,34.4 °C,1.8 °C,28 °C,29.2 °C,74,63
2025-12-15 07:30:00,29.2 °C,21.5 °C,31.4 °C,2.0 °C,28 °C,29.2 °C,69,59
2025-12-15 08:00:00,26.1 °C,21.3 °C,27.9 °C,3.7 °C,28 °C,28.9 °C,75,64
2025-12-15 08:30:00,26.0 °C,20.9 °C,27.3 °C,4.3 °C,28 °C,28.7 °C,72,60
2025-12-15 09:00:00,28.8 °C,20.7 °C,31.1 °C,3.5 °C,28 °C,28.9 °C,69,58
2025-12-15 09:30:00,31.2 °C,21.1 °C,33.2 °C,4.4 °C,28 °C,28.7 °C,67,57
2025-12-15 10:00:00,31.3 °C,21.2 °C,33.7 °C,5.1 °C,28 °C,28.6 °C,71,62
2025-12-15 10:30:00,28.4 °C,21.3 °C,31.1 °C,6.0 °C,28 °C,28.4 °C,67,56
2025-12-15 11:00:00,26.4 °C,21.4 °C,28.6 °C,6.0 °C,28 °C,28.4 °C,68,58
2025-12-15 11:30:00,25.6 °C,21.9 °C,27.8 °C,6.7 °C,28 °C,28.3 °C,67,58
2025-12-15 12:00:00,27.7 °C,21.4 °C,29.4 °C,6.9 °C,28 °C,28.2 °C,66,55
2025-12-15 12:30:00,30.2 °C,21.4 °C,32.6 °C,6.9 °C,28 °C,28.2 °C,60,50
2025-12-15 13:00:00,29.8 °C,21.4 °C,31.8 °C,7.4 °C,28 °C,28.1 °C,63,50
2025-12-15 13:30:00,27.3 °C,21.4 °C,29.4 °C,7.8 °C,28 °C,28.0 °C,65,54
2025-12-15 14:00:00,24.5 °C,21.6 °C,26.4 °C,8.6 °C,28 °C,28.0 °C,64,56
2025-12-15 14:30:00,24.5 °C,21.9 °C,25.9 °C,8.6 °C,28 °C,28.0 °C,61,46
2025-12-15 15:00:00,27.2 °C,21.8 °C,29.3 °C,9.0 °C,28 °C,28.0 °C,62,51
2025-12-15 15:30:00,29.5 °C,21.4 °C,31.3 °C,8.1 °C,28 °C,28.0 °C,67,57
2025-12-15 16:00:00,29.3 °C,22.0 °C,30.1 °C,8.8 °C,28 °C,28.0 °C,66,57
2025-12-15 16:30:00,26.8 °C,22.0 °C,28.0 °C,8.1 °C,28 °C,28.0 °C,64,55
2025-12-15 17:00:00,24.9 °C,22.0 °C,25.8 °C,8.3 °C,28 °C,28.0 °C,66,55
2025-12-15 17:30:00,25.4 °C,22.3 °C,26.5 °C,8.0 °C,28 °C,28.0 °C,64,54
2025-12-15 18:00:00,27.7 °C,22.1 °C,29.4 °C,7.6 °C,28 °C,28.1 °C,66,54
2025-12-15 18:30:00,30.4 °C,22.4 °C,32.3 °C,7.5 °C,28 °C,28.1 °C,64,57
2025-12-15 19:00:00,30.8 °C,22.2 °C,33.1 °C,5.6 °C,28 °C,28.5 °C,65,57
2025-12-15 19:30:00,29.1 °C,22.7 °C,30.7 °C,4.8 °C,28 °C,28.6 °C,74,65
2025-12-15 20:00:00,16.9 °C,21.8 °C,17.6 °C,4.7 °C,28 °C,28.7 °C,0,0
2025-12-15 20:30:00,16.7 °C,21.5 °C,17.5 °C,5.3 °C,28 °C,28.5 °C,0,0
2025-12-15 21:00:00,17.1 °C,22.0 °C,17.7 °C,4.6 °C,28 °C,28.7 °C,0,0
2025-12-15 21:30:00,16.6 °C,22.0 °C,16.7 °C,2.4 °C,28 °C,29.1 °C,0,0
2025-12-15 22:00:00,16.0 °C,21.7 °C,16.1 °C,1.7 °C,28 °C,29.3 °C,0,0
2025-12-15 22:30:00,15.3 °C,21.3 °C,15.5 °C,1.1 °C,28 °C,29.4 °C,0,0
2025-12-15 23:00:00,15.4 °C,21.4 °C,15.9 °C,1.3 °C,28 °C,29.3 °C,0,0
2025-12-15 23:30:00,15.3 °C,21.7 °C,16.5 °C,0.9 °C,28 °C,29.4 °C,0,0
2025-12-16 00:00:00,14.9 °C,21.7 °C,15.7 °C,-0.4 °C,28 °C,29.7 °C,0,0
2025-12-16 00:30:00,15.0 °C,21.7 °C,15.9 °C,-0.2 °C,28 °C,29.6 °C,0,0
2025-12-16 01:00:00,15.1 °C,22.0 °C,16.1 °C,-0.2 °C,28 °C,29.6 °C,0,0
2025-12-16 01:30:00,14.7 °C,22.0 °C,15.7 °C,-0.9 °C,28 °C,29.8 °C,0,0
2025-12-16 02:00:00,14.8 °C,21.7 °C,15.2 °C,-0.6 °C,28 °C,29.7 °C,0,0
2025-12-16 02:30:00,14.7 °C,21.5 °C,15.0 °C,-1.1 °C,28 °C,29.8 °C,0,0
2025-12-16 03:00:00,14.5 °C,21.6 °C,14.8 °C,-1.3 °C,28 °C,29.9 °C,0,0
2025-12-16 03:30:00,14.4 °C,21.6 °C,14.8 °C,-1.6 °C,28 °C,29.9 °C,0,0
2025-12-16 04:00:00,14.4 °C,21.8 °C,14.6 °C,-1.6 °C,28 °C,29.9 °C,0,0
2025-12-16 04:30:00,15.3 °C,21.8 °C,14.5 °C,-0.8 °C,28 °C,29.8 °C,0,0
2025-12-16 05:00:00,14.8 °C,21.9 °C,14.7 °C,-1.6 °C,28 °C,29.9 °C,0,0
2025-12-16 05:30:00,15.2 °C,21.8 °C,15.1 °C,-0.5 °C,28 °C,29.7 °C,0,0
2025-12-16 06:00:00,29.9 °C,22.9 °C,31.8 °C,0.0 °C,28 °C,29.6 °C,77,65
2025-12-16 06:30:00,32.4 °C,23.0 °C,34.4 °C,0.2 °C,28 °C,29.6 °C,78,71
2025-12-16 07:00:00,32.7 °C,22.8 °C,34.8 °C,0.8 °C,28 °C,29.4 °C,79,67
2025-12-16 07:30:00,30.0 °C,22.6 °C,32.1 °C,0.8 °C,28 °C,29.4 °C,75,65
2025-12-16 08:00:00,28.2 °C,22.6 °C,31.0 °C,0.5 °C,28 °C,29.5 °C,77,67
2025-12-16 08:30:00,28.2 °C,22.5 °C,30.9 °C,0.7 °C,28 °C,29.5 °C,74,65
2025-12-16 09:00:00,31.3 °C,22.8 °C,33.7 °C,0.3 °C,28 °C,29.5 °C,78,69
2025-12-16 09:30:00,33.2 °C,22.7 °C,35.7 °C,0.4 °C,28 °C,29.5 °C,73,65
2025-12-16 10:00:00,32.8 °C,22.3 °C,35.6 °C,0.4 °C,28 °C,29.5 °C,78,74
2025-12-16 10:30:00,29.9 °C,21.9 °C,33.2 °C,2.1 °C,28 °C,29.2 °C,78,69
2025-12-16 11:00:00,26.9 °C,21.8 °C,30.2 °C,2.1 °C,28 °C,29.2 °C,71,63
2025-12-16 11:30:00,27.1 °C,22.0 °C,30.4 °C,3.0 °C,28 °C,29.0 °C,76,66
2025-12-16 12:00:00,29.1 °C,21.8 °C,32.8 °C,4.4 °C,28 °C,28.7 °C,69,63
2025-12-16 12:30:00,30.8 °C,21.9 °C,33.0 °C,5.5 °C,28 °C,28.5 °C,66,54
2025-12-16 13:00:00,30.5 °C,21.7 °C,32.6 °C,5.8 °C,28 °C,28.4 °C,67,59
2025-12-16 13:30:00,27.7 °C,21.8 °C,29.5 °C,6.0 °C,28 °C,28.4 °C,67,57
2025-12-16 14:00:00,25.6 °C,21.9 °C,27.5 °C,6.5 °C,28 °C,28.3 °C,65,57
2025-12-16 14:30:00,25.5 °C,21.6 °C,27.6 °C,8.0 °C,28 °C,28.0 °C,67,58
2025-12-16 15:00:00,27.9 °C,21.7 °C,30.6 °C,8.3 °C,28 °C,28.0 °C,62,55
2025-12-16 15:30:00,30.2 °C,22.1 °C,32.1 °C,8.6 °C,28 °C,28.0 °C,64,55
2025-12-16 16:00:00,30.1 °C,22.0 °C,31.7 °C,9.8 °C,28 °C,28.0 °C,67,57
2025-12-16 16:30:00,28.4 °C,22.0 °C,29.6 °C,9.5 °C,28 °C,28.0 °C,61,53
2025-12-16 17:00:00,25.9 °C,22.0 °C,26.8 °C,9.8 °C,28 °C,28.0 °C,59,48
2025-12-16 17:30:00,26.2 °C,22.0 °C,26.6 °C,9.5 °C,28 °C,28.0 °C,60,46
2025-12-16 18:00:00,28.4 °C,22.0 °C,30.0 °C,9.1 °C,28 °C,28.0 °C,65,51
2025-12-16 18:30:00,31.5 °C,21.9 °C,33.6 °C,7.8 °C,28 °C,28.0 °C,64,57
2025-12-16 19:00:00,31.2 °C,21.5 °C,32.9 °C,6.5 °C,28 °C,28.3 °C,67,57
2025-12-16 19:30:00,29.2 °C,21.7 °C,30.9 °C,5.6 °C,28 °C,28.5 °C,65,56
2025-12-16 20:00:00,15.4 °C,20.5 °C,16.0 °C,5.5 °C,28 °C,28.5 °C,0,0
2025-12-16 20:30:00,15.7 °C,20.6 °C,15.3 °C,5.3 °C,28 °C,28.5 °C,0,0
2025-12-16 21:00:00,15.9 °C,20.8 °C,16.2 °C,5.4 °C,28 °C,28.5 °C,0,0
